2013/11/1 0:2:0,-5,017,001,18.1,1504
2013/11/1 0:2:0,-5,017,002,13.4,1503
2013/11/1 0:2:0,-5,017,003,13.3,1503
2013/11/1 0:2:0,-5,017,004,-11.2,1546
2013/11/1 0:7:0,-5,017,001,18.8,1516
2013/11/1 0:7:0,-5,017,002,14.0,1505
2013/11/1 0:7:0,-5,017,003,13.9,1514
2013/11/1 0:7:0,-5,017,004,-11.0,1549
2013/11/1 0:12:0,-5,017,001,19.0,1553
2013/11/1 0:12:0,-5,017,002,14.1,1550
2013/11/1 0:12:0,-5,017,003,13.9,1558
2013/11/1 0:12:0,-5,017,004,-10.8,1600
2013/11/1 0:17:0,-5,017,001,18.2,1559
2013/11/1 0:17:0,-5,017,002,13.9,1562
2013/11/1 0:17:0,-5,017,003,13.9,1563
2013/11/1 0:17:0,-5,017,004,-10.9,1606
2013/11/1 0:22:0,-5,017,001,18.4,1557
2013/11/1 0:22:0,-5,017,002,13.5,1554
2013/11/1 0:22:0,-5,017,003,13.3,1553
2013/11/1 0:22:0,-5,017,004,-11.2,1596
2013/11/1 0:27:0,-5,017,001,18.8,1566
2013/11/1 0:27:0,-5,017,002,13.6,1560
2013/11/1 0:27:0,-5,017,003,13.4,1559
2013/11/1 0:27:0,-5,017,004,-11.1,1600
2013/11/1 0:32:0,-5,017,001,18.9,1563
2013/11/1 0:32:0,-5,017,002,13.7,1557
2013/11/1 0:32:0,-5,017,003,13.6,1557
2013/11/1 0:32:0,-5,017,004,-10.9,1603
2013/11/1 0:37:0,-5,017,001,18.8,1567
2013/11/1 0:37:0,-5,017,002,13.7,1562
2013/11/1 0:37:0,-5,017,003,13.6,1562
2013/11/1 0:37:0,-5,017,004,-11.0,1600
2013/11/1 0:42:0,-5,017,001,18.8,1563
2013/11/1 0:42:0,-5,017,002,13.7,1558
2013/11/1 0:42:0,-5,017,003,13.8,1560
2013/11/1 0:42:0,-5,017,004,-11.1,1597
2013/11/1 0:47:0,-5,017,001,18.6,1566
2013/11/1 0:47:0,-5,017,002,13.6,1562
2013/11/1 0:47:0,-5,017,003,13.7,1564
2013/11/1 0:47:0,-5,017,004,-10.8,1608
2013/11/1 0:52:0,-5,017,001,18.8,1564
2013/11/1 0:52:0,-5,017,002,13.7,1559
2013/11/1 0:52:0,-5,017,003,13.5,1558
2013/11/1 0:52:0,-5,017,004,-11.0,1597
2013/11/1 0:57:0,-5,017,001,18.7,1568
2013/11/1 0:57:0,-5,017,002,13.7,1564
2013/11/1 0:57:0,-5,017,003,13.6,1564
2013/11/1 0:57:0,-5,017,004,-11.2,1604
2013/11/1 1:2:0,-5,017,001,18.5,1509
2013/11/1 1:2:0,-5,017,002,13.2,1502
2013/11/1 1:2:0,-5,017,003,13.3,1504
2013/11/1 1:2:0,-5,017,004,-11.1,1546
2013/11/1 1:7:0,-5,017,001,18.1,1510
2013/11/1 1:7:0,-5,017,002,13.1,1506
2013/11/1 1:7:0,-5,017,003,13.2,1508
2013/11/1 1:7:0,-5,017,004,-11.6,1556
2013/11/1 1:12:0,-5,017,001,18.3,1556
2013/11/1 1:12:0,-5,017,002,13.3,1552
2013/11/1 1:12:0,-5,017,003,13.2,1552
2013/11/1 1:12:0,-5,017,004,-11.3,1597
2013/11/1 1:17:0,-5,017,001,18.3,1561
2013/11/1 1:17:0,-5,017,002,13.1,1555
2013/11/1 1:17:0,-5,017,003,13.2,1557
2013/11/1 1:17:0,-5,017,004,-11.0,1599
2013/11/1 1:22:0,-5,017,001,18.1,1555
2013/11/1 1:22:0,-5,017,002,13.0,1550
2013/11/1 1:22:0,-5,017,003,13.1,1552
2013/11/1 1:22:0,-5,017,004,-11.4,1599
2013/11/1 1:27:0,-5,017,001,17.4,1562
2013/11/1 1:27:0,-5,017,002,12.3,1557
2013/11/1 1:27:0,-5,017,003,12.6,1561
2013/11/1 1:27:0,-5,017,004,-11.5,1605
2013/11/1 1:32:0,-5,017,001,18.1,1556
2013/11/1 1:32:0,-5,017,002,12.5,1555
2013/11/1 1:32:0,-5,017,003,12.8,1559
2013/11/1 1:32:0,-5,017,004,-11.3,1599
2013/11/1 1:37:0,-5,017,001,17.7,1566
2013/11/1 1:37:0,-5,017,002,12.4,1559
2013/11/1 1:37:0,-5,017,003,12.8,1564
2013/11/1 1:37:0,-5,017,004,-11.5,1606
2013/11/1 1:42:0,-5,017,001,17.0,1555
2013/11/1 1:42:0,-5,017,002,11.4,1554
2013/11/1 1:42:0,-5,017,003,11.9,1560
2013/11/1 1:42:0,-5,017,004,-11.9,1606
2013/11/1 1:47:0,-5,017,001,17.0,1560
2013/11/1 1:47:0,-5,017,002,11.4,1559
2013/11/1 1:47:0,-5,017,003,12.0,1557
2013/11/1 1:47:0,-5,017,004,-11.9,1611
2013/11/1 1:52:0,-5,017,001,17.1,1557
2013/11/1 1:52:0,-5,017,002,11.4,1555
2013/11/1 1:52:0,-5,017,003,12.2,1555
2013/11/1 1:52:0,-5,017,004,-12.0,1599
2013/11/1 1:57:0,-5,017,001,16.9,1569
2013/11/1 1:57:0,-5,017,002,11.4,1560
2013/11/1 1:57:0,-5,017,003,12.0,1558
2013/11/1 1:57:0,-5,017,004,-11.9,1612
2013/11/1 2:2:0,-5,017,001,16.6,1509
2013/11/1 2:2:0,-5,017,002,10.9,1507
2013/11/1 2:2:0,-5,017,003,11.8,1508
2013/11/1 2:2:0,-5,017,004,-12.0,1547
2013/11/1 2:7:0,-5,017,001,16.0,1508
2013/11/1 2:7:0,-5,017,002,10.2,1505
2013/11/1 2:7:0,-5,017,003,11.0,1505
2013/11/1 2:7:0,-5,017,004,-12.5,1557
2013/11/1 2:12:0,-5,017,001,16.6,1558
2013/11/1 2:12:0,-5,017,002,10.6,1553
2013/11/1 2:12:0,-5,017,003,11.5,1554
2013/11/1 2:12:0,-5,017,004,-12.2,1598
2013/11/1 2:17:0,-5,017,001,16.6,1563
2013/11/1 2:17:0,-5,017,002,10.5,1557
2013/11/1 2:17:0,-5,017,003,11.6,1560
2013/11/1 2:17:0,-5,017,004,-12.4,1605
2013/11/1 2:22:0,-5,017,001,16.0,1553
2013/11/1 2:22:0,-5,017,002,9.7,1515
2013/11/1 2:22:0,-5,017,003,10.9,1558
2013/11/1 2:22:0,-5,017,004,-12.7,1604
2013/11/1 2:27:0,-5,017,001,16.1,1559
