\data
SWRC_RT_01,12/21/12 16:34:54,2.7,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,308,-9999
SWRC_RT_03,12/21/12 16:34:54,3.82,2.79,3.84
SWRC_RT_01,12/21/12 16:34:54,3.96,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,329,-9999
SWRC_RT_03,12/21/12 16:34:54,8.25,4.51,7.25
SWRC_RT_01,12/21/12 16:34:54,2.19,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,333,-9999
SWRC_RT_03,12/21/12 16:34:54,3.11,1.56,9.83
SWRC_RT_01,12/21/12 16:34:54,5.53,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,389,-9999
SWRC_RT_03,12/21/12 16:34:54,8.21,3.59,2.83
SWRC_RT_01,12/21/12 16:34:54,8.44,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,339,-9999
SWRC_RT_03,12/21/12 16:34:54,5.09,0.45,1.67
SWRC_RT_01,12/21/12 16:34:54,1.8,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,345,-9999
SWRC_RT_03,12/21/12 16:34:54,0.27,3.59,3.94
SWRC_RT_01,12/21/12 16:34:54,6.57,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,311,-9999
SWRC_RT_03,12/21/12 16:34:54,4.95,7.22,9.06
SWRC_RT_01,12/21/12 16:34:54,0.06,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,348,-9999
SWRC_RT_03,12/21/12 16:34:54,8.78,8.19,7.71
SWRC_RT_01,12/21/12 16:34:54,5.41,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,354,-9999
SWRC_RT_03,12/21/12 16:34:54,2.33,3.26,9.09
SWRC_RT_01,12/21/12 16:34:54,6.37,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,381,-9999
SWRC_RT_03,12/21/12 16:34:54,3.85,9.89,7.65
SWRC_RT_01,12/21/12 16:34:54,3.09,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,364,-9999
SWRC_RT_03,12/21/12 16:34:54,8.51,2.02,9.88
SWRC_RT_01,12/21/12 16:34:54,5.96,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,347,-9999
SWRC_RT_03,12/21/12 16:34:54,9.26,1.63,1.39
SWRC_RT_01,12/21/12 16:34:54,2.45,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,322,-9999
SWRC_RT_03,12/21/12 16:34:54,0.48,2.52,2.95
SWRC_RT_01,12/21/12 16:34:54,1.11,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,312,-9999
SWRC_RT_03,12/21/12 16:34:54,9.8,6.16,9.74
SWRC_RT_01,12/21/12 16:34:54,1.91,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,347,-9999
SWRC_RT_03,12/21/12 16:34:54,2.69,5.11,8.86
SWRC_RT_01,12/21/12 16:34:54,9.82,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,341,-9999
SWRC_RT_03,12/21/12 16:34:54,8.1,9.64,7.23
SWRC_RT_01,12/21/12 16:34:54,2.52,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,393,-9999
SWRC_RT_03,12/21/12 16:34:54,0.25,6.27,2.25
SWRC_RT_01,12/21/12 16:34:54,6.19,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,352,-9999
SWRC_RT_03,12/21/12 16:34:54,8.22,7.1,3.4
SWRC_RT_01,12/21/12 16:34:54,2.01,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,339,-9999
SWRC_RT_03,12/21/12 16:34:54,7.93,2.69,4.85
SWRC_RT_01,12/21/12 16:34:54,1.65,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,348,-9999
SWRC_RT_03,12/21/12 16:34:54,7.42,1.04,4.79
SWRC_RT_01,12/21/12 16:34:54,0.15,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,350,-9999
SWRC_RT_03,12/21/12 16:34:54,2.27,1.53,1.54
SWRC_RT_01,12/21/12 16:34:54,1.8,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,350,-9999
SWRC_RT_03,12/21/12 16:34:54,5.42,7.86,9.7
SWRC_RT_01,12/21/12 16:34:54,5.97,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,316,-9999
SWRC_RT_03,12/21/12 16:34:54,5.33,5.55,8.63
SWRC_RT_01,12/21/12 16:34:54,9.68,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,348,-9999
SWRC_RT_03,12/21/12 16:34:54,4.73,5.41,8.5
SWRC_RT_01,12/21/12 16:34:54,3.79,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,375,-9999
SWRC_RT_03,12/21/12 16:34:54,6.74,5.46,5.2
SWRC_RT_01,12/21/12 16:34:54,1.11,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,392,-9999
SWRC_RT_03,12/21/12 16:34:54,8.33,3.85,4.62
SWRC_RT_01,12/21/12 16:34:54,2.92,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,329,-9999
SWRC_RT_03,12/21/12 16:34:54,0.71,3.88,1.34
SWRC_RT_01,12/21/12 16:34:54,8.14,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,383,-9999
SWRC_RT_03,12/21/12 16:34:54,9.29,8.85,5.71
SWRC_RT_01,12/21/12 16:34:54,3.23,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,317,-9999
SWRC_RT_03,12/21/12 16:34:54,4.78,7.67,3.22
SWRC_RT_01,12/21/12 16:34:54,8.86,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,330,-9999
SWRC_RT_03,12/21/12 16:34:54,9.02,1.69,1.76
SWRC_RT_01,12/21/12 16:34:54,8.94,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,389,-9999
SWRC_RT_03,12/21/12 16:34:54,9.24,3.45,4.66
SWRC_RT_01,12/21/12 16:34:54,1.15,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,357,-9999
SWRC_RT_03,12/21/12 16:34:54,8.41,4.63,5.52
SWRC_RT_01,12/21/12 16:34:54,9.91,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,326,-9999
SWRC_RT_03,12/21/12 16:34:54,5.87,6.41,3.08
SWRC_RT_01,12/21/12 16:34:54,3.37,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,330,-9999
SWRC_RT_03,12/21/12 16:34:54,4.64,8.35,6.09
SWRC_RT_01,12/21/12 16:34:54,5.66,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,363,-9999
SWRC_RT_03,12/21/12 16:34:54,7.45,8.82,3.24
SWRC_RT_01,12/21/12 16:34:54,2.4,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,301,-9999
SWRC_RT_03,12/21/12 16:34:54,2.72,8.19,5.38
SWRC_RT_01,12/21/12 16:34:54,2.55,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,306,-9999
SWRC_RT_03,12/21/12 16:34:54,8.25,1.56,4.38
SWRC_RT_01,12/21/12 16:34:54,9.78,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,388,-9999
SWRC_RT_03,12/21/12 16:34:54,9.2,9.06,0.06
SWRC_RT_01,12/21/12 16:34:54,0.03,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,392,-9999
SWRC_RT_03,12/21/12 16:34:54,4.26,5.85,8.63
SWRC_RT_01,12/21/12 16:34:54,7.42,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,364,-9999
SWRC_RT_03,12/21/12 16:34:54,1.44,2.37,7.71
SWRC_RT_01,12/21/12 16:34:54,9.93,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,319,-9999
SWRC_RT_03,12/21/12 16:34:54,4.14,2.2,9.82
SWRC_RT_01,12/21/12 16:34:54,5.62,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,339,-9999
SWRC_RT_03,12/21/12 16:34:54,4.66,9.36,4.45
SWRC_RT_01,12/21/12 16:34:54,2.72,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,378,-9999
SWRC_RT_03,12/21/12 16:34:54,4.52,3.53,6.77
SWRC_RT_01,12/21/12 16:34:54,5.58,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,310,-9999
SWRC_RT_03,12/21/12 16:34:54,6.0,0.63,5.7
SWRC_RT_01,12/21/12 16:34:54,4.03,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,386,-9999
SWRC_RT_03,12/21/12 16:34:54,1.96,3.94,3.41
SWRC_RT_01,12/21/12 16:34:54,8.91,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,364,-9999
SWRC_RT_03,12/21/12 16:34:54,5.71,6.67,9.34
SWRC_RT_01,12/21/12 16:34:54,1.19,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,310,-9999
SWRC_RT_03,12/21/12 16:34:54,5.36,9.35,7.73
SWRC_RT_01,12/21/12 16:34:54,1.03,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,358,-9999
SWRC_RT_03,12/21/12 16:34:54,8.51,0.43,7.73
SWRC_RT_01,12/21/12 16:34:54,6.82,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,310,-9999
SWRC_RT_03,12/21/12 16:34:54,6.93,4.52,8.86
SWRC_RT_01,12/21/12 16:34:54,9.89,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,327,-9999
SWRC_RT_03,12/21/12 16:34:54,8.11,9.39,4.68
SWRC_RT_01,12/21/12 16:34:54,4.38,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,368,-9999
SWRC_RT_03,12/21/12 16:34:54,7.45,7.4,8.02
SWRC_RT_01,12/21/12 16:34:54,9.16,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,312,-9999
SWRC_RT_03,12/21/12 16:34:54,1.12,7.51,9.67
SWRC_RT_01,12/21/12 16:34:54,2.66,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,322,-9999
SWRC_RT_03,12/21/12 16:34:54,3.0,1.3,1.54
SWRC_RT_01,12/21/12 16:34:54,4.47,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,333,-9999
SWRC_RT_03,12/21/12 16:34:54,3.28,2.11,8.95
SWRC_RT_01,12/21/12 16:34:54,6.82,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,331,-9999
SWRC_RT_03,12/21/12 16:34:54,7.75,0.95,3.13
SWRC_RT_01,12/21/12 16:34:54,8.43,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,319,-9999
SWRC_RT_03,12/21/12 16:34:54,7.63,2.26,1.22
SWRC_RT_01,12/21/12 16:34:54,2.46,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,306,-9999
SWRC_RT_03,12/21/12 16:34:54,7.21,8.64,7.55
SWRC_RT_01,12/21/12 16:34:54,8.38,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,369,-9999
SWRC_RT_03,12/21/12 16:34:54,1.39,1.02,1.65
SWRC_RT_01,12/21/12 16:34:54,8.12,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,341,-9999
SWRC_RT_03,12/21/12 16:34:54,7.43,6.41,7.65
SWRC_RT_01,12/21/12 16:34:54,4.39,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,307,-9999
SWRC_RT_03,12/21/12 16:34:54,1.91,3.44,1.41
SWRC_RT_01,12/21/12 16:34:54,8.89,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,389,-9999
SWRC_RT_03,12/21/12 16:34:54,4.28,8.57,6.24
SWRC_RT_01,12/21/12 16:34:54,0.86,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,352,-9999
SWRC_RT_03,12/21/12 16:34:54,9.18,5.27,7.84
SWRC_RT_01,12/21/12 16:34:54,2.96,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,336,-9999
SWRC_RT_03,12/21/12 16:34:54,5.55,1.69,0.14
SWRC_RT_01,12/21/12 16:34:54,4.03,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,396,-9999
SWRC_RT_03,12/21/12 16:34:54,8.01,6.84,1.8
SWRC_RT_01,12/21/12 16:34:54,5.99,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,396,-9999
SWRC_RT_03,12/21/12 16:34:54,4.75,5.56,6.6
SWRC_RT_01,12/21/12 16:34:54,6.47,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,313,-9999
SWRC_RT_03,12/21/12 16:34:54,6.24,5.31,4.99
SWRC_RT_01,12/21/12 16:34:54,6.09,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,345,-9999
SWRC_RT_03,12/21/12 16:34:54,9.74,4.52,1.63
SWRC_RT_01,12/21/12 16:34:54,8.63,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,342,-9999
SWRC_RT_03,12/21/12 16:34:54,9.04,6.42,2.47
SWRC_RT_01,12/21/12 16:34:54,7.63,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,300,-9999
SWRC_RT_03,12/21/12 16:34:54,6.19,3.3,2.29
SWRC_RT_01,12/21/12 16:34:54,0.01,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,347,-9999
SWRC_RT_03,12/21/12 16:34:54,9.51,4.01,4.36
SWRC_RT_01,12/21/12 16:34:54,7.4,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,396,-9999
SWRC_RT_03,12/21/12 16:34:54,3.24,6.14,0.66
SWRC_RT_01,12/21/12 16:34:54,4.91,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,382,-9999
SWRC_RT_03,12/21/12 16:34:54,5.11,4.53,5.74
SWRC_RT_01,12/21/12 16:34:54,1.5,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,365,-9999
SWRC_RT_03,12/21/12 16:34:54,3.16,3.13,1.35
SWRC_RT_01,12/21/12 16:34:54,7.96,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,354,-9999
SWRC_RT_03,12/21/12 16:34:54,5.32,6.62,8.39
SWRC_RT_01,12/21/12 16:34:54,7.84,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,378,-9999
SWRC_RT_03,12/21/12 16:34:54,7.42,7.26,0.43
SWRC_RT_01,12/21/12 16:34:54,9.51,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,328,-9999
SWRC_RT_03,12/21/12 16:34:54,0.32,9.37,8.18
SWRC_RT_01,12/21/12 16:34:54,4.26,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,308,-9999
SWRC_RT_03,12/21/12 16:34:54,6.14,9.19,2.65
SWRC_RT_01,12/21/12 16:34:54,9.44,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,7,393,-9999
SWRC_RT_03,12/21/12 16:34:54,4.9,6.78,6.22
SWRC_RT_01,12/21/12 16:34:54,9.32,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,352,-9999
SWRC_RT_03,12/21/12 16:34:54,5.03,1.59,0.86
SWRC_RT_01,12/21/12 16:34:54,2.13,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,399,-9999
SWRC_RT_03,12/21/12 16:34:54,8.37,1.47,6.87
SWRC_RT_01,12/21/12 16:34:54,9.43,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,316,-9999
SWRC_RT_03,12/21/12 16:34:54,0.94,8.39,0.69
SWRC_RT_01,12/21/12 16:34:54,4.48,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,1,305,-9999
SWRC_RT_03,12/21/12 16:34:54,8.24,4.17,3.81
SWRC_RT_01,12/21/12 16:34:54,9.77,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,379,-9999
SWRC_RT_03,12/21/12 16:34:54,8.23,5.95,0.65
SWRC_RT_01,12/21/12 16:34:54,2.64,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,306,-9999
SWRC_RT_03,12/21/12 16:34:54,0.95,2.22,1.57
SWRC_RT_01,12/21/12 16:34:54,9.37,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,6,326,-9999
SWRC_RT_03,12/21/12 16:34:54,4.83,1.14,5.47
SWRC_RT_01,12/21/12 16:34:54,5.14,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,302,-9999
SWRC_RT_03,12/21/12 16:34:54,7.78,3.48,9.96
SWRC_RT_01,12/21/12 16:34:54,3.08,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,325,-9999
SWRC_RT_03,12/21/12 16:34:54,3.91,4.84,3.02
SWRC_RT_01,12/21/12 16:34:54,0.41,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,376,-9999
SWRC_RT_03,12/21/12 16:34:54,3.46,3.53,8.77
SWRC_RT_01,12/21/12 16:34:54,6.78,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,320,-9999
SWRC_RT_03,12/21/12 16:34:54,3.52,5.55,8.04
SWRC_RT_01,12/21/12 16:34:54,5.59,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,374,-9999
SWRC_RT_03,12/21/12 16:34:54,9.63,2.53,0.54
SWRC_RT_01,12/21/12 16:34:54,4.89,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,392,-9999
SWRC_RT_03,12/21/12 16:34:54,1.55,7.09,5.45
SWRC_RT_01,12/21/12 16:34:54,7.42,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,318,-9999
SWRC_RT_03,12/21/12 16:34:54,4.59,3.37,1.49
SWRC_RT_01,12/21/12 16:34:54,4.61,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,3,376,-9999
SWRC_RT_03,12/21/12 16:34:54,7.2,5.34,1.4
SWRC_RT_01,12/21/12 16:34:54,6.87,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,5,300,-9999
SWRC_RT_03,12/21/12 16:34:54,4.51,7.61,7.03
SWRC_RT_01,12/21/12 16:34:54,8.31,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,300,-9999
SWRC_RT_03,12/21/12 16:34:54,9.45,3.7,0.73
SWRC_RT_01,12/21/12 16:34:54,9.95,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,336,-9999
SWRC_RT_03,12/21/12 16:34:54,7.05,7.52,0.84
SWRC_RT_01,12/21/12 16:34:54,9.35,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,4,341,-9999
SWRC_RT_03,12/21/12 16:34:54,8.37,3.47,6.35
SWRC_RT_01,12/21/12 16:34:54,9.39,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,312,-9999
SWRC_RT_03,12/21/12 16:34:54,9.07,7.81,1.17
SWRC_RT_01,12/21/12 16:34:54,5.43,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,9,378,-9999
SWRC_RT_03,12/21/12 16:34:54,3.27,8.19,4.57
SWRC_RT_01,12/21/12 16:34:54,3.22,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,8,374,-9999
SWRC_RT_03,12/21/12 16:34:54,3.78,6.35,0.11
SWRC_RT_01,12/21/12 16:34:54,6.16,-9999,-9999
SWRC_RT_02,12/21/12 16:34:54,2,312,-9999
