2013/12/1 0:2:0,-5,017,001,27.4,1508
2013/12/1 0:2:0,-5,017,002,22.8,1508
2013/12/1 0:2:0,-5,017,003,27.0,1506
2013/12/1 0:2:0,-5,017,004,-0.2,1497
2013/12/1 0:7:0,-5,017,001,27.5,1514
2013/12/1 0:7:0,-5,017,002,22.3,1508
2013/12/1 0:7:0,-5,017,003,26.7,1517
2013/12/1 0:7:0,-5,017,004,-0.3,1503
2013/12/1 0:12:0,-5,017,001,27.2,1555
2013/12/1 0:12:0,-5,017,002,22.5,1554
2013/12/1 0:12:0,-5,017,003,26.4,1558
2013/12/1 0:12:0,-5,017,004,-0.5,1549
2013/12/1 0:17:0,-5,017,001,26.9,1566
2013/12/1 0:17:0,-5,017,002,22.3,1557
2013/12/1 0:17:0,-5,017,003,26.1,1560
2013/12/1 0:17:0,-5,017,004,-0.6,1555
2013/12/1 0:22:0,-5,017,001,26.5,1558
2013/12/1 0:22:0,-5,017,002,21.9,1558
2013/12/1 0:22:0,-5,017,003,26.3,1558
2013/12/1 0:22:0,-5,017,004,-0.7,1552
2013/12/1 0:27:0,-5,017,001,26.5,1563
2013/12/1 0:27:0,-5,017,002,22.0,1555
2013/12/1 0:27:0,-5,017,003,26.0,1560
2013/12/1 0:27:0,-5,017,004,-1.0,1551
2013/12/1 0:32:0,-5,017,001,26.5,1559
2013/12/1 0:32:0,-5,017,002,21.9,1559
2013/12/1 0:32:0,-5,017,003,25.8,1563
2013/12/1 0:32:0,-5,017,004,-1.1,1548
2013/12/1 0:37:0,-5,017,001,26.0,1559
2013/12/1 0:37:0,-5,017,002,21.9,1564
2013/12/1 0:37:0,-5,017,003,26.0,1561
2013/12/1 0:37:0,-5,017,004,-0.7,1558
2013/12/1 0:42:0,-5,017,001,26.9,1564
2013/12/1 0:42:0,-5,017,002,22.0,1552
2013/12/1 0:42:0,-5,017,003,26.0,1557
2013/12/1 0:42:0,-5,017,004,-0.7,1554
2013/12/1 0:47:0,-5,017,001,26.8,1568
2013/12/1 0:47:0,-5,017,002,22.2,1559
2013/12/1 0:47:0,-5,017,003,26.3,1565
2013/12/1 0:47:0,-5,017,004,-0.4,1556
2013/12/1 0:52:0,-5,017,001,26.9,1565
2013/12/1 0:52:0,-5,017,002,22.4,1557
2013/12/1 0:52:0,-5,017,003,26.5,1563
2013/12/1 0:52:0,-5,017,004,-0.2,1550
2013/12/1 0:57:0,-5,017,001,27.4,1566
2013/12/1 0:57:0,-5,017,002,22.6,1564
2013/12/1 0:57:0,-5,017,003,26.7,1570
2013/12/1 0:57:0,-5,017,004,0.0,1508
2013/12/1 1:2:0,-5,017,001,27.2,1507
2013/12/1 1:2:0,-5,017,002,22.7,1508
2013/12/1 1:2:0,-5,017,003,26.7,1513
2013/12/1 1:2:0,-5,017,004,-0.2,1498
2013/12/1 1:7:0,-5,017,001,27.3,1513
2013/12/1 1:7:0,-5,017,002,22.7,1513
2013/12/1 1:7:0,-5,017,003,27.2,1514
2013/12/1 1:7:0,-5,017,004,0.1,1457
2013/12/1 1:12:0,-5,017,001,27.3,1557
2013/12/1 1:12:0,-5,017,002,23.0,1551
2013/12/1 1:12:0,-5,017,003,27.4,1560
2013/12/1 1:12:0,-5,017,004,-0.0,1545
2013/12/1 1:17:0,-5,017,001,27.2,1561
2013/12/1 1:17:0,-5,017,002,22.8,1563
2013/12/1 1:17:0,-5,017,003,26.9,1569
2013/12/1 1:17:0,-5,017,004,0.2,1507
2013/12/1 1:22:0,-5,017,001,27.4,1559
