2013/1/31 17:11:31,-5,021,27.2,19.7
2013/1/31 17:15:26,-5,021,0.0,0.0
2013/1/31 17:16:33,-5,021,0.0,0.0
2013/2/1 12:23:56,-5,021,0.0,0.0
2013/2/1 12:25:56,-5,021,0.0,0.0
2013/2/1 12:27:56,-5,021,0.0,0.0
2013/2/1 12:19:44,-5,021,0.0,0.0
2013/2/1 12:21:44,-5,021,0.0,0.0
2013/2/1 12:23:44,-5,021,0.0,0.0
2013/2/1 12:25:44,-5,021,0.0,0.0
2013/2/1 12:27:44,-5,021,0.0,0.0
2013/2/1 12:29:44,-5,021,0.0,0.0
2013/2/1 12:31:44,-5,021,0.0,0.0
2013/2/1 12:33:44,-5,021,0.0,0.0
2013/2/1 12:35:44,-5,021,0.0,0.0
2013/2/1 12:37:44,-5,021,0.0,0.0
2013/2/1 12:39:44,-5,021,0.0,0.0
2013/2/1 12:41:44,-5,021,0.0,0.0
2013/2/1 12:43:44,-5,021,0.0,0.0
2013/2/1 12:45:44,-5,021,0.0,0.0
2013/2/1 12:47:44,-5,021,0.0,0.0
2013/2/1 12:49:44,-5,021,0.0,0.0
2013/2/1 12:51:44,-5,021,0.0,0.0
2013/2/1 12:53:44,-5,021,0.0,0.0
2013/2/1 12:55:44,-5,021,0.0,0.0
2013/2/1 12:57:44,-5,021,0.0,0.0
2013/2/1 12:59:44,-5,021,0.0,0.0
2013/2/1 13:1:44,-5,021,0.0,0.0
2013/2/1 13:3:44,-5,021,0.0,0.0
2013/2/1 13:5:44,-5,021,0.0,0.0
2013/2/1 13:7:44,-5,021,0.0,0.0
2013/2/1 13:9:44,-5,021,0.0,0.0
2013/2/1 13:11:44,-5,021,0.0,0.0
2013/2/1 13:13:44,-5,021,0.0,0.0
2013/2/1 13:15:44,-5,021,0.0,0.0
2013/2/1 13:17:44,-5,021,0.0,0.0
2013/2/1 13:19:44,-5,021,0.0,0.0
2013/2/1 13:21:44,-5,021,0.0,0.0
2013/2/1 13:23:44,-5,021,0.0,0.0
2013/2/1 13:25:44,-5,021,0.0,0.0
2013/2/1 13:27:44,-5,021,0.0,0.0
2013/2/1 13:29:44,-5,021,0.0,0.0
2013/2/1 13:31:44,-5,021,0.0,0.0
2013/2/1 13:33:44,-5,021,0.0,0.0
2013/2/1 13:35:44,-5,021,0.0,0.0
2013/2/1 13:37:44,-5,021,0.0,0.0
2013/2/1 13:39:44,-5,021,0.0,0.0
2013/2/1 13:41:44,-5,021,0.0,0.0
2013/2/1 13:43:44,-5,021,0.0,0.0
2013/2/1 13:45:44,-5,021,0.0,0.0
2013/2/1 13:47:44,-5,021,0.0,0.0
2013/2/1 13:49:44,-5,021,0.0,0.0
2013/2/1 13:51:44,-5,021,0.0,0.0
2013/2/1 13:53:44,-5,021,0.0,0.0
2013/2/1 13:55:44,-5,021,0.0,0.0
2013/2/1 13:57:44,-5,021,0.0,0.0
2013/2/1 13:59:44,-5,021,0.0,0.0
2013/2/1 14:1:44,-5,021,0.0,0.0
2013/2/1 14:3:44,-5,021,0.0,0.0
2013/2/1 14:5:44,-5,021,0.0,0.0
2013/2/1 14:7:44,-5,021,0.0,0.0
2013/2/1 14:9:44,-5,021,0.0,0.0
2013/2/1 14:11:44,-5,021,0.0,0.0
2013/2/1 14:13:44,-5,021,0.0,0.0
2013/2/1 14:15:44,-5,021,0.0,0.0
2013/2/1 14:17:44,-5,021,0.0,0.0
2013/2/1 14:19:44,-5,021,0.0,0.0
2013/2/1 14:21:44,-5,021,0.0,0.0
2013/2/1 14:23:44,-5,021,0.0,0.0
2013/2/1 14:25:44,-5,021,0.0,0.0
2013/2/1 14:27:44,-5,021,0.0,0.0
2013/2/1 14:29:44,-5,021,0.0,0.0
2013/2/1 14:31:44,-5,021,0.0,0.0
2013/2/1 14:33:44,-5,021,0.0,0.0
2013/2/1 14:35:44,-5,021,0.0,0.0
2013/2/1 14:37:44,-5,021,0.0,0.0
2013/2/1 14:39:44,-5,021,0.0,0.0
2013/2/1 14:41:44,-5,021,0.0,0.0
2013/2/1 14:43:44,-5,021,0.0,0.0
2013/2/1 14:45:44,-5,021,0.0,0.0
2013/2/1 14:47:44,-5,021,0.0,0.0
2013/2/1 14:49:44,-5,021,0.0,0.0
2013/2/1 14:51:44,-5,021,0.0,0.0
2013/2/1 14:53:44,-5,021,0.0,0.0
2013/2/7 10:38:10,-5,021,101,498.55
2013/2/7 10:39:32,-5,021,101,265.40
SL021_Temp,16.25
Well_300,381.15
Well_301,319.75
Well_302,367.65
Well_303,335.85
!
202013/2/7 18:44:51,-5,051,001,22.5,1624
13/2/7 18:44:42,-5,055,003,-23.3,1674
2013/2/8 16:29:50,-5,017,003,-39.0,1677
2013/2/8 16:34:50,-5,017,003,-38.8,1680
13/2/8 16:34:50,-5,017,003,-38.8,1680
/2/8 16:38:1,-5,017,003,-38.8,1632
2013/2/8 16:39:55,-5,017,003,-38.7,1689
13/2/8 16:54:55,-5,017,003,-39.0,1680
2013/2/8 16:59:55,-5,017,003,-39.0,1685
2013/2/8 17:8:11,-5,017,003,54.2,1578
/8 17:8:11,-5,017,003,54.2,1578
2013/2/8 17:13:11,-5,017,003,54.2,1622
/2/8 17:13:11,-5,017,003,54.2,1622
2013/2/8 17:18:11,-5,017,003,54.0,1625
/2/8 17:18:11,-5,017,003,54.0,1625
2013/2/8 17:23:11,-5,017,003,54.0,1621
/2/8 17:23:11,-5,017,003,54.0,1621
/2/8 17:28:11,-5,017,003,53.9,1634
/2/8 17:33:11,-5,017,003,53.8,1629
2013/2/8 17:38:11,-5,017,003,53.8,1634
/2/8 17:38:11,-5,017,003,53.8,1634
/2/8 17:43:11,-5,017,003,53.8,1630
2013/2/8 17:48:11,-5,017,003,53.7,1634
/2/8 17:48:11,-5,017,003,53.7,1634
2013/2/8 17:53:11,-5,017,003,53.7,1630
/2/8 17:53:11,-5,017,003,53.7,1630
2013/2/8 17:58:11,-5,017,003,53.9,1637
/2/8 17:58:11,-5,017,003,53.9,1637
2013/2/8 18:3:11,-5,017,003,53.7,1578
/8 18:3:11,-5,017,003,53.7,1578
/8 18:8:11,-5,017,003,53.8,1584
2013/2/8 18:13:11,-5,017,003,53.9,1629
/2/8 18:13:11,-5,017,003,53.9,1629
2013/2/8 18:18:11,-5,017,003,53.8,1633
/2/8 18:18:11,-5,017,003,53.8,1633
2013/2/8 18:23:11,-5,017,003,53.8,1629
/2/8 18:23:11,-5,017,003,53.8,1629
2013/2/8 18:28:11,-5,017,003,53.7,1633
/2/8 18:28:11,-5,017,003,53.7,1633
2013/2/8 18:33:11,-5,017,003,53.7,1629
/2/8 18:53:11,-5,017,003,53.6,1630
2013/2/8 18:58:11,-5,017,003,53.4,1633
/2/8 18:58:11,-5,017,003,53.4,1633
2013/2/8 19:3:11,-5,017,003,53.7,1579
/8 19:3:11,-5,017,003,53.7,1579
2013/2/8 19:8:11,-5,017,003,53.4,1581
/8 19:8:11,-5,017,003,53.4,1581
2013/2/8 19:13:11,-5,017,003,53.4,1625
/2/8 19:13:11,-5,017,003,53.4,1625
2013/2/8 19:18:11,-5,017,003,53.3,1629
/2/8 19:18:11,-5,017,003,53.3,1629
2013/2/8 19:23:11,-5,017,003,53.5,1627
/2/8 19:23:11,-5,017,003,53.5,1627
2013/2/8 19:28:11,-5,017,003,53.4,1631
/2/8 19:28:11,-5,017,003,53.4,1631
2013/2/8 19:33:11,-5,017,003,53.5,1628
/2/8 19:33:11,-5,017,003,53.5,1628
2013/2/8 19:38:11,-5,017,003,53.3,1631
/2/8 19:38:11,-5,017,003,53.3,1631
2013/2/8 19:43:11,-5,017,003,53.2,1626
/2/8 19:43:11,-5,017,003,53.2,1626
2013/2/8 19:48:11,-5,017,003,53.3,1632
/2/8 19:48:11,-5,017,003,53.3,1632
2013/2/8 19:53:11,-5,017,003,53.3,1628
/2/8 19:53:11,-5,017,003,53.3,1628
2013/2/8 19:58:11,-5,017,003,53.4,1634
/2/8 19:58:11,-5,017,003,53.4,1634
2013/2/8 20:3:11,-5,017,003,53.3,1567
/8 20:3:11,-5,017,003,53.3,1567
2013/2/8 20:8:11,-5,017,003,53.4,1573
/8 20:8:11,-5,017,003,53.4,1573
2013/2/8 20:13:11,-5,017,003,53.3,1616
/2/8 20:13:11,-5,017,003,53.3,1616
2013/2/8 20:18:11,-5,017,003,53.2,1620
/2/8 20:18:11,-5,017,003,53.2,1620
2013/2/8 20:23:11,-5,017,003,53.2,1616
/2/8 20:23:11,-5,017,003,53.2,1616
2013/2/8 20:28:11,-5,017,003,53.2,1621
/2/8 20:28:11,-5,017,003,53.2,1621
2013/2/8 20:33:11,-5,017,003,53.2,1617
/2/8 20:33:11,-5,017,003,53.2,1617
2013/2/8 20:38:11,-5,017,003,53.2,1622
/2/8 20:38:11,-5,017,003,53.2,1622
2013/2/8 20:43:11,-5,017,003,53.2,1618
/2/8 20:43:11,-5,017,003,53.2,1618
2013/2/8 20:48:11,-5,017,003,53.1,1622
/2/8 20:48:11,-5,017,003,53.1,1622
2013/2/8 20:53:11,-5,017,003,53.1,1618
/2/8 20:53:11,-5,017,003,53.1,1618
2013/2/8 20:58:11,-5,017,003,53.2,1624
/2/8 20:58:11,-5,017,003,53.2,1624
2013/2/8 21:3:11,-5,017,003,52.9,1573
/8 21:3:11,-5,017,003,52.9,1573
2013/2/8 21:8:11,-5,017,003,52.9,1578
2013/2/8 21:13:11,-5,017,003,52.7,1620
